SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO-FR33113_5,20210126000000,20210126000000,PM10,9.475,µg/m3,traffic,suburban,742.0000,FR33113,Maurienne Trafic,721386.5905,5654542.3194,SAINT-MICHEL-DE-MAURIENNE,True
SPO-FR33120_5,20210126000000,20210126000000,PM10,4.7375,µg/m3,background,urban,1038.0000,FR33120,CHAMONIX,764764.9017,5767938.4769,CHAMONIX-MONT-BLANC,True
SPO-FR33121_5,20210126000000,20210126000000,PM10,9.625,µg/m3,background,urban,352.0000,FR33121,Albertville,711300.5994,5728419.8285,ALBERTVILLE,True
SPO-FR33122_5,20210126000000,20210126000000,PM10,8.875,µg/m3,industrial,rural-nearcity,423.0000,FR33122,La Léchère,720360.7814,5706275.1201,LA LECHERE,True
SPO-FR33201_5,20210126000000,20210126000000,PM10,10.1625,µg/m3,background,urban,453.0000,FR33201,LOVERCHY,681089.7141,5763583.6182,ANNECY,True
SPO-FR33202_5,20210126000000,20210126000000,PM10,16.3375,µg/m3,background,urban,461.0000,FR33202,NOVEL,683006.9697,5767049.2531,ANNECY,True
SPO-FR33203_5,20210126000000,20210126000000,PM10,14.4125,µg/m3,traffic,urban,452.0000,FR33203,ANNECY Rocade,681080.4745,5765890.3714,ANNECY,True
SPO-FR33211_5,20210126000000,20210126000000,PM10,12.0875,µg/m3,background,urban,441.0000,FR33211,ANNEMASSE,694695.5162,5811786.8430,ANNEMASSE,True
SPO-FR33212_5,20210126000000,20210126000000,PM10,11.825,µg/m3,background,urban,426.0000,FR33212,GAILLARD,691834.8279,5811442.6931,GAILLARD,True
SP_28005002_10_49,20210126000000,20210126000000,PM10,9.625,µg/m3,traffic,urban,589.0000,ES1563A,ALCALÁ DE HENARES,-376031.5626,4935843.3683,ALCALÁ DE HENARES,True
SP_28006004_10_49,20210126000000,20210126000000,PM10,10.875,µg/m3,traffic,urban,671.0000,ES1564A,ALCOBENDAS,-405787.7078,4944778.1307,ALCOBENDAS,True
SP_28013002_10_49,20210126000000,20210126000000,PM10,5.75,µg/m3,background,suburban,512.0000,ES1611A,ARANJUEZ,-399792.8192,4870778.1637,ARANJUEZ,True
SP_28014002_10_49,20210126000000,20210126000000,PM10,6,µg/m3,industrial,urban,584.0000,ES1801A,ARGANDA DEL REY,-385035.2567,4909735.0672,ARGANDA DEL REY,True
SP_28079036_10_47,20210126000000,20210126000000,PM10,4.375,µg/m3,traffic,urban,685.0000,ES1426A,MORATALAZ,-405790.4652,4925418.1949,MADRID,True
SP_28079038_10_47,20210126000000,20210126000000,PM10,3.875,µg/m3,traffic,urban,699.0000,ES1525A,CUATRO CAMINOS-PABLO IGLESIAS,-412593.3228,4930861.3894,MADRID,True
SP_28079040_10_47,20210126000000,20210126000000,PM10,1.75,µg/m3,background,urban,677.0000,ES1532A,PUENTE DE VALLECAS,-406470.7508,4922494.7365,MADRID,True
SP_28079047_10_47,20210126000000,20210126000000,PM10,5.75,µg/m3,background,urban,609.0000,ES1937A,MENDEZ ALVARO,-410397.8553,4923956.3572,MADRID,True
SP_28079048_10_47,20210126000000,20210126000000,PM10,3.75,µg/m3,traffic,urban,676.0000,ES1938A,CASTELLANA,-410799.8422,4930048.7818,MADRID,True
SP_28079050_10_47,20210126000000,20210126000000,PM10,7.75,µg/m3,traffic,urban,729.0000,ES1940A,PLAZA CASTILLA-CANAL,-410583.3882,4933868.6254,MADRID,True
SP_28171001_10_49,20210126000000,20210126000000,PM10,6.5,µg/m3,background,rural,469.0000,ES1810A,VILLA DEL PRADO,-475913.0870,4902032.0965,VILLA DEL PRADO,True
SP_29067005_10_49,20210126000000,20210126000000,PM10,5.16,µg/m3,background,suburban,86.0000,ES1751A,EL ATABAL,-497100.5257,4401477.6798,MÁLAGA,True
SP_29067006_10_49,20210126000000,20210126000000,PM10,2.805,µg/m3,background,urban,36.0000,ES1750A,CARRANQUE,-495093.4353,4400099.9341,MÁLAGA,True
SP_29067007_10_49,20210126000000,20210126000000,PM10,8.61125,µg/m3,industrial,suburban,55.0000,ES1897A,CAMPANILLAS CIFA,-507722.6315,4401240.1726,MÁLAGA,True
SP_31107001_10_49,20210126000000,20210126000000,PM10,6.833333,µg/m3,industrial,rural,460.0000,ES1662A,FUNES,-201299.0352,5207273.7499,FUNES,True
SP_31149002_10_49,20210126000000,20210126000000,PM10,11,µg/m3,background,suburban,473.0000,ES2068A,LEITZA,-212920.7900,5324446.1820,LEITZA,True
SP_31191001_10_49,20210126000000,20210126000000,PM10,3.6,µg/m3,background,suburban,389.0000,ES2082A,OLITE,-184326.1524,5234603.6469,OLITE,True
SP_31201012_10_49,20210126000000,20210126000000,PM10,6.75,µg/m3,background,urban,449.0000,ES1472A,ITURRAMA,-183831.8939,5282674.6472,PAMPLONA/IRUÑA,True
SP_31201014_10_49,20210126000000,20210126000000,PM10,7.4,µg/m3,background,urban,418.0000,ES1747A,ROTXAPEA,-183614.8209,5285667.3380,PAMPLONA/IRUÑA,True
SP_33011001_10_49,20210126000000,20210126000000,PM10,15.4,µg/m3,background,suburban,363.0000,ES1432A,CANGAS DEL NARCEA,-729443.2273,5339226.7502,CANGAS DEL NARCEA,True
SP_33024024_10_49,20210126000000,20210126000000,PM10,26.375,µg/m3,traffic,urban,19.0000,ES1271A,ARGENTINA,-634398.6461,5394345.6247,GIJÓN,True
SP_33024025_10_49,20210126000000,20210126000000,PM10,18,µg/m3,traffic,urban,29.0000,ES1272A,CONSTITUCIÓN,-631571.1310,5392979.0095,GIJÓN,True
SP_33024027_10_49,20210126000000,20210126000000,PM10,10.25,µg/m3,traffic,urban,19.0000,ES1358A,AVENIDA DE CASTILLA,-628520.9770,5394192.0624,GIJÓN,True
SP_33024031_10_49,20210126000000,20210126000000,PM10,14.66667,µg/m3,background,urban,51.0000,ES1974A,MONTEVIL,-631259.4364,5390937.1401,GIJÓN,True
SP_33060003_10_49,20210126000000,20210126000000,PM10,9.5,µg/m3,background,suburban,262.0000,ES1433A,BLIMEA,-622943.8705,5354030.7937,SAN MARTÍN DEL REY AURELIO,True
SP_33066004_10_49,20210126000000,20210126000000,PM10,17,µg/m3,industrial,suburban,170.0000,ES2051A,LUGONES INSTITUTO,-645964.7412,5373285.2918,SIERO,True
SP_35017003_10_49,20210126000000,20210126000000,PM10,13.625,µg/m3,background,urban,23.0000,ES1978A,CASA PALACIO-PUERTO DEL ROSARIO,-1542980.5376,3311954.6565,PUERTO DEL ROSARIO,True
SP_35017004_10_49,20210126000000,20210126000000,PM10,2.75,µg/m3,background,rural,160.0000,ES2002A,TEFÍA-PUERTO DEL ROSARIO,-1558967.1296,3315608.2537,PUERTO DEL ROSARIO,True
SP_35017005_10_49,20210126000000,20210126000000,PM10,10.85714,µg/m3,industrial,urban,15.0000,ES2025A,EL CHARCO-PTO DEL ROSARIO,-1541661.4016,3312940.1679,PUERTO DEL ROSARIO,True
SP_36057019_10_49,20210126000000,20210126000000,PM10,15.5,µg/m3,traffic,urban,53.0000,ES1137A,ARENAL,-973166.1205,5193841.2429,VIGO,True
SP_36057026_10_49,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,30.0000,ES2063A,LOPE DE VEGA,-969715.2162,5194352.3228,VIGO,True
SPO.IT1191A_5_nephelometry_beta_2008-10-28_00:00:00,20210126000000,20210126000000,PM10,3,µg/m3,background,rural,1601.0000,IT1191A,MONTE GAZA,1219843.4329,5793584.5886,MALGA GAZA - Vallelaghi (TN),True
SPO.IT1334A_5_nephelometry_beta_2016-01-01_00:00:00,20210126000000,20210126000000,PM10,7.592857,µg/m3,traffic,urban,260.0000,IT1334A,BZ5 piazza Adriano,1262359.6860,5860107.2768,PIAZZA ADRIANO - Bolzano (BZ),True
SPO.IT1335A_5_nephelometry_beta_2018-01-01_00:00:00,20210126000000,20210126000000,PM10,15.34333,µg/m3,traffic,urban,297.0000,IT1335A,ME1 Merano,1242506.9680,5887077.3265,VIA TROGMANN - Merano (BZ),True
SPO.IT1486A_5_BETA_2016-03-09_22:00:00,20210126000000,20210126000000,PM10,9.034286,µg/m3,background,urban,68.0000,IT1486A,CE51 ISTITUTO MANZONI,1596846.9260,5024804.5340,VIA DE GASPERI - Caserta (CE),True
SPO.IT1491A_5_BETA_2016-03-09_20:00:00,20210126000000,20210126000000,PM10,15.05714,µg/m3,traffic,urban,13.0000,IT1491A,NA07 ENTE FERROVIE,1588715.0372,4990773.0920,"CORSO NOVARA,10 - Napoli (NA)",True
SPO.IT1578A_5_BETA_2005-04-15_00:00:00,20210126000000,20210126000000,PM10,17.91429,µg/m3,background,suburban,20.0000,IT1578A,VIA SCARPELLINI,1438124.2564,5448949.5669,VIA SCARPELLINI - Pesaro (PU),True
SPO-FR34051_5,20210126000000,20210126000000,PM10,18.525,µg/m3,background,urban,156.0000,FR34051,Chateauroux Sud,188478.3694,5909208.0517,CHATEAUROUX,True
SPO-FR34061_5,20210126000000,20210126000000,PM10,17.6,µg/m3,background,urban,118.0000,FR34061,Blois nord,145011.6705,6039616.0027,BLOIS,True
SPO-FR35002_5,20210126000000,20210126000000,PM10,21.73333,µg/m3,background,urban,227.0000,FR35002,ST JUNIEN - Fontaine,100187.5417,5762739.1316,SAINT-JUNIEN,True
SPO-FR35004_5,20210126000000,20210126000000,PM10,15.125,µg/m3,background,urban,121.0000,FR35004,BRIVE - Dalton,171122.7703,5646547.3542,BRIVE-LA-GAILLARDE,True
SPO-FR35005_5,20210126000000,20210126000000,PM10,15.81667,µg/m3,background,urban,437.0000,FR35005,GUERET - Nicolas,208167.4478,5807633.8167,GUERET,True
SPO-FR41002_5,20210126000000,20210126000000,PM10,4.325,µg/m3,background,urban,60.0000,FR41002,BASTIA GIRAUD,1051570.5529,5266104.3362,BASTIA,True
SPO-FR41003_5,20210126000000,20210126000000,PM10,6.942857,µg/m3,industrial,suburban,30.0000,FR41003,AJACCIO PIATANICCIA,981868.8556,5155654.6651,SARROLA-CARCOPINO,True
SPO-FR41004_5,20210126000000,20210126000000,PM10,10.5375,µg/m3,industrial,suburban,30.0000,FR41004,BASTIA LA MARANA,1054861.0457,5241584.3022,LUCCIANA,True
SPO-FR41060_5,20210126000000,20210126000000,PM10,5.385714,µg/m3,traffic,urban,15.0000,FR41060,BASTIA FANGO,1051567.2133,5266840.8006,BASTIA,True
SPO-FR42010_5,20210126000000,20210126000000,PM10,11.4375,µg/m3,background,urban,135.0000,FR42010,Strasbourg Neudorf Ecoquartier Danube,864711.2141,6202684.1064,STRASBOURG,True
SPO-GR0028A_00005_110,20210126000000,20210126000000,PM10,36.11111,µg/m3,background,urban,80.0000,GR0028A,PERISTERI,2636975.5596,4582365.3295,,True
SPO-GR0030A_00005_110,20210126000000,20210126000000,PM10,22.88889,µg/m3,traffic,urban,20.0000,GR0030A,PIREAUS-1,2632428.8307,4571417.2489,,True
SPO-GR0031A_00005_110,20210126000000,20210126000000,PM10,18.33333,µg/m3,background,urban,50.0000,GR0031A,NEA SMIRNI,2639720.0737,4569823.4915,,True
SPO-GR0035A_00005_101,20210126000000,20210126000000,PM10,21,µg/m3,background,suburban,210.0000,GR0035A,LYKOVRISI,2646830.8411,4589267.3637,,True
SPO-GR0037A_00005_110,20210126000000,20210126000000,PM10,12.5,µg/m3,background,suburban,550.0000,GR0037A,THRAKOMAKEDONES,2644748.7814,4599720.8519,,True
SPO-HU0026A_00005_100,20210126000000,20210126000000,PM10,35.95855,µg/m3,background,urban,155.0000,HU0026A,"""Kazincbarcika""",2295007.4839,6148082.7583,Kazincbarcika,True
SPO-HU0027A_00005_100,20210126000000,20210126000000,PM10,33.95915,µg/m3,traffic,urban,125.0000,HU0027A,"""Miskolc Buza""",2314332.8815,6124664.9826,Miskolc,True
SPO-HU0028A_00005_100,20210126000000,20210126000000,PM10,29.2567,µg/m3,traffic,urban,115.0000,HU0028A,"""Nyiregyhaza""",2416282.9447,6100387.5277,Nyíregyháza,True
SPO-HU0030A_00005_100,20210126000000,20210126000000,PM10,22.0091,µg/m3,traffic,urban,120.0000,HU0030A,"""Pecs Szabadsag""",2028829.5571,5791752.1399,Pécs,True
SPO-HU0031A_00005_100,20210126000000,20210126000000,PM10,19.30199,µg/m3,traffic,urban,199.0000,HU0031A,"""Tatabanya Sagvari""",2050598.0835,6033505.9428,Tatabánya,True
SPO-HU0044A_00005_100,20210126000000,20210126000000,PM10,13.57911,µg/m3,background,rural,162.0000,HU0044A,"""Hernadszurdok""",2361273.1938,6186058.3170,Hernádszurdok,True
SPO-HU0045A_00005_100,20210126000000,20210126000000,PM10,10.63887,µg/m3,traffic,urban,90.0000,HU0045A,"""Budapest Teleki""",2124842.0613,6022744.8043,Budapest,True
SPO-HU0057A_00005_100,20210126000000,20210126000000,PM10,21.19703,µg/m3,background,urban,79.0000,HU0057A,"""Szeged2""",2243427.5979,5823177.7256,Szeged,True
SPO-IS0002A_00005_101,20210126000000,20210126000000,PM10,8.341812,µg/m3,industrial,suburban,24.0000,IS0002A,Hafnarfjörður Hvaleyrarholt,-2447997.1997,9364728.5655,,True
SPO-IS0005A_00005_103,20210126000000,20210126000000,PM10,16.4,µg/m3,traffic,urban,31.0000,IS0005A,Reykjavik Grensas,-2435074.8993,9382878.7984,,True
SPO-IS0006A_00005_100,20210126000000,20210126000000,PM10,15.32386,µg/m3,background,urban,19.0000,IS0006A,Reykjavik Husdyragardurinn,-2434936.9744,9385114.3214,,True
SPO-IS0025A_00005_100,20210126000000,20210126000000,PM10,3.128606,µg/m3,industrial,rural,7.0000,IS0025A,Grundartangi Kríuvarða,-2422216.2736,9445271.9425,,True
SPO-MK0030A_00005_101,20210126000000,20210126000000,PM10,3.472497,µg/m3,background,suburban,250.0000,MK0030A,Gazi Baba,2389319.2490,5161520.2198,,True
SPO-MK0031A_00005_101,20210126000000,20210126000000,PM10,26.2525,µg/m3,industrial,urban,235.0000,MK0031A,Lisice,2390029.4673,5157733.9356,,True
SPO-MK0034A_00005_100,20210126000000,20210126000000,PM10,6.331246,µg/m3,traffic,urban,349.0000,MK0034A,Kocani,2495321.0077,5148089.2984,,True
SPO-MK0035A_00005_100,20210126000000,20210126000000,PM10,13.8485,µg/m3,industrial,urban,620.0000,MK0035A,Kicevo,2333102.9061,5088521.6349,,True
SPO-MK0036A_00005_100,20210126000000,20210126000000,PM10,13.925,µg/m3,background,urban,337.0000,MK0036A,Kumanovo,2417273.7995,5181307.3538,,True
SPO-MK0037A_00005_100,20210126000000,20210126000000,PM10,5.359999,µg/m3,industrial,urban,586.0000,MK0037A,Bitola 1 UHMR,2377383.5732,5018243.4461,,True
SPO.02.WO35.56345.5.1,20210126000000,20210126000000,PM10,15.96611,µg/m3,background,rural,540.0000,AT2WO35,St. Georgen im Lavanttal - Herzogberg,1657732.7875,5894595.8625,9423 St. Georgen im Lavanttal,True
SPO.03.0101.4885.5.1,20210126000000,20210126000000,PM10,24.22222,µg/m3,background,urban,270.0000,AT30101,Amstetten,1656248.4534,6126888.1488,3300 Amstetten,True
SPO.03.0104.57420.5.1,20210126000000,20210126000000,PM10,25.22222,µg/m3,background,rural,265.0000,AT30104,"St. Valentin, Westautobahn",1616307.7994,6138894.8477,4300 St. Valentin,True
SPO.03.0201.63471.5.1,20210126000000,20210126000000,PM10,14.33333,µg/m3,background,suburban,265.0000,AT30201,"Bad Vöslau, Gainfarn",1804025.0774,6100064.3649,2540 Bad Vöslau,True
SPO.03.0902.5039.5.1,20210126000000,20210126000000,PM10,10.11111,µg/m3,background,suburban,175.0000,AT30902,"Stockerau, Rudolf Diesel-Straße",1801396.7129,6171192.2262,2000 Stockerau,True
SPO.03.1301.4888.5.1,20210126000000,20210126000000,PM10,15.05556,µg/m3,background,rural,250.0000,AT31301,Mistelbach Steinhübel,1845739.0065,6203660.6486,2130 Mistelbach,True
SPO.03.1401.4889.5.1,20210126000000,20210126000000,PM10,18.94444,µg/m3,background,suburban,215.0000,AT31401,Mödling Bachgasse,1814755.0741,6121192.6284,2340 Mödling,True
SPO.03.2701.4756.5.1,20210126000000,20210126000000,PM10,18,µg/m3,background,suburban,155.0000,AT32701,"Schwechat Sportplatz, Mühlgasse",1833926.7667,6131011.6582,2320 Schwechat,True
SPO.03.2702.5096.5.1,20210126000000,20210126000000,PM10,13.77778,µg/m3,background,suburban,159.0000,AT32702,"Mannswörth bei Schwechat, Danubiastraße/A4",1838008.3576,6131011.6582,2323 Schwechat,True
SPO.04.S108.55663.5.2,20210126000000,20210126000000,PM10,8.210667,µg/m3,background,rural-regional,918.0000,AT4S108,Grünbach bei Freistadt,1622450.6562,6195672.0485,4264 Grünbach,True
SPO.04.S125.55664.5.2,20210126000000,20210126000000,PM10,7.728056,µg/m3,background,suburban,460.0000,AT4S125,"Bad Ischl, Rettenbachwaldstraße",1517532.0362,6059755.1196,4820 Bad Ischl,True
SPO.04.S156.55665.5.2,20210126000000,20210126000000,PM10,24.13039,µg/m3,background,suburban,350.0000,AT4S156,"Braunau Zentrum, Kolpingplatz",1451575.2379,6149847.5182,5280 Braunau am Inn,True
SPO.04.S416.55674.5.2,20210126000000,20210126000000,PM10,23.5315,µg/m3,industrial,urban,265.0000,AT4S416,Linz Neue Welt,1593507.5862,6152634.6645,4020 Linz,True
SPO.04.S431.55677.5.2,20210126000000,20210126000000,PM10,28.03361,µg/m3,traffic,urban,262.0000,AT4S431,Linz Römerberg B139,1589951.5493,6157374.9006,4020 Linz,True
SPO.04.S432.67678.5.2,20210126000000,20210126000000,PM10,14.75472,µg/m3,industrial,suburban,485.0000,AT4S432,Lenzing Hauptstraße,1514938.0446,6102507.1714,4860 Lenzing,True
SPO.05.1000.4566.5.1,20210126000000,20210126000000,PM10,13.05944,µg/m3,traffic,urban,425.0000,AT51000,Salzburg Rudolfsplatz,1453121.3419,6073231.9260,5020 Salzburg,True
SPO.05.1066.4565.5.1,20210126000000,20210126000000,PM10,16.00611,µg/m3,background,urban,430.0000,AT51066,Salzburg Mirabellplatz,1451977.1878,6074566.9627,5020 Salzburg,True
SPO.06.118.5966.5.1,20210126000000,20210126000000,PM10,18.64362,µg/m3,background,suburban,715.0000,AT60118,"Judenburg, Sportplatz",1633799.0599,5971231.3454,8750 Judenburg,True
SPO.06.119.5967.5.1,20210126000000,20210126000000,PM10,33.87235,µg/m3,background,urban,635.0000,AT60119,Knittelfeld Parkstraße,1650342.3731,5976479.6663,8720 Knittelfeld,True
SPO.06.136.56357.5.1,20210126000000,20210126000000,PM10,20.44144,µg/m3,industrial,suburban,375.0000,AT60136,Judendorf Süd,1708877.8720,5961728.6126,3111 Gratwein-Straßengel,True
SPO.06.138.4627.5.1,20210126000000,20210126000000,PM10,15.1488,µg/m3,background,suburban,355.0000,AT60138,Graz Nord Gösting,1716002.3194,5957489.8312,8051 Graz Gösting,True
SPO.06.139.56482.5.1,20210126000000,20210126000000,PM10,16.62445,µg/m3,background,suburban,370.0000,AT60139,Graz West - Eggenberg,1714808.6281,5953416.3127,8020 Graz,True
SPO.06.141.55209.5.1,20210126000000,20210126000000,PM10,21.5373,µg/m3,background,suburban,554.0000,AT60141,Leoben Göss,1681326.2980,6000851.8884,"8700 Leoben, KG Göss",True
SPO.06.179.63914.5.1,20210126000000,20210126000000,PM10,14.42421,µg/m3,background,suburban,349.0000,AT60179,Hartberg Zentrum,1777978.4317,5988366.8601,8230 Hartberg,True
SPO.06.180.59989.5.1,20210126000000,20210126000000,PM10,21.10346,µg/m3,background,suburban,485.0000,AT60180,Bruck an der Mur Flurgasse,1697993.2625,6009163.5558,8600 Bruck an der Mur,True
SPO.06.191.4938.5.1,20210126000000,20210126000000,PM10,10.70531,µg/m3,industrial,rural,382.0000,AT60191,Gratwein,1705816.5860,5964228.3256,8112 Gratwein-Straßengel,True
SPO.06.194.55387.5.1,20210126000000,20210126000000,PM10,12.58288,µg/m3,background,suburban,679.0000,AT60194,Mürzzuschlag Roseggerpark,1744716.5636,6041344.8279,8680 Mürzzuschlag,True
SPO.06.195.55886.5.1,20210126000000,20210126000000,PM10,12.3658,µg/m3,background,suburban,365.0000,AT60195,Deutschlandsberg Rathausgasse,1693478.6758,5911748.7346,8530 Deutschlandsberg,True
SPO.07.2821.4599.5.1,20210126000000,20210126000000,PM10,25.15783,µg/m3,traffic,rural,557.0000,AT72821,"Vomp A12 Inntalautobahn, Raststätte",1301550.6033,5999189.8427,6134 Vomp bei Schwaz,True
SPO.07.2822.4481.5.1,20210126000000,20210126000000,PM10,22.83994,µg/m3,background,rural,543.0000,AT72822,Vomp An der Leiten,1301830.4271,5999389.9143,6134 Vomp bei Schwaz,True
SPO.07.2910.4589.5.1,20210126000000,20210126000000,PM10,6.371143,µg/m3,traffic,urban,675.0000,AT72910,Lienz Amlacherkreuzung,1421062.5407,5914000.7410,9900 Lienz,True
SPO.09.STAD.5517.5.1,20210126000000,20210126000000,PM10,16.2405,µg/m3,background,urban,159.0000,AT9STAD,Stadlau,1832134.5847,6144596.1705,1220 Wien,True
SPO.09.TAB.55388.5.1,20210126000000,20210126000000,PM10,17.88672,µg/m3,traffic,urban,162.0000,AT90TAB,Taborstraße,1823515.4567,6142988.5985,1020 Wien,True
SPO.10.ENK1.63744.5.2,20210126000000,20210126000000,PM10,24.67945,µg/m3,background,rural-regional,525.0000,AT0ENK1,Enzenkirchen im Sauwald,1521864.3434,6172272.2699,4761 Enzenkirchen,True
SPO_PL0008A_5_001,20210126000000,20210126000000,PM10,27.58792,µg/m3,background,urban,273.0000,PL0008A,"Katowice, ul. Kossutha 6",2112290.4547,6492228.5446,Katowice,True
SPO_PL0012A_5_001,20210126000000,20210126000000,PM10,32.98046,µg/m3,traffic,urban,207.0000,PL0012A,"Kraków, Aleja Krasińskiego",2218173.2129,6456270.6528,Kraków,True
SPO_PL0031A_5_001,20210126000000,20210126000000,PM10,21.58931,µg/m3,background,urban,103.0000,PL0031A,Konin-Wyszynskiego,2033699.7848,6841026.0661,Konin,True
SPO_PL0039A_5_001,20210126000000,20210126000000,PM10,25.53345,µg/m3,industrial,urban,195.0000,PL0039A,"Kraków, ul. Bulwarowa",2232344.5181,6458287.4286,Kraków,True
SPO_PL0079A_5_002,20210126000000,20210126000000,PM10,12.10444,µg/m3,background,urban,144.0000,PL0079A,BiałaP-Orzechowa,2576978.1957,6805405.8262,Biała Podlaska,True
SPO_PL0091A_5_002,20210126000000,20210126000000,PM10,8.433333,µg/m3,background,urban,226.0000,PL0091A,Zamość ul. Hrubieszowska 69A,2592658.4365,6571320.7440,Zamość,True
SPO_PL0094A_5_001,20210126000000,20210126000000,PM10,19.625,µg/m3,background,rural,177.0000,PL0094A,Gajew,2141032.8133,6826068.4507,Gajew,True
SPO_PL0096A_5_001,20210126000000,20210126000000,PM10,21.11111,µg/m3,background,urban,235.0000,PL0096A,Łódź-Widzew,2174045.8328,6756495.4651,Łódź,True
SPO_PL0104A_5_001,20210126000000,20210126000000,PM10,21.55556,µg/m3,industrial,urban,186.0000,PL0104A,Pabianice-Polfa,2156111.9289,6740313.3678,Pabianice,True
SPO_PL0151A_5_001,20210126000000,20210126000000,PM10,13.03333,µg/m3,background,urban,128.0000,PL0151A,Lomza Sikorskiego 48/94,2455082.4627,7016621.6386,Łomża,True
SPO_PL0171A_5_002,20210126000000,20210126000000,PM10,8.242432,µg/m3,background,urban,25.0000,PL0171A,AM11 Słupsk Kniaziewicza,1897632.4127,7258452.2297,Słupsk,True
SPO_PL0175A_5_001,20210126000000,20210126000000,PM10,13.88706,µg/m3,background,urban,120.0000,PL0175A,WIOŚ Olsztyn ul. Puszkina,2280499.4374,7130340.1696,Olsztyn,True
SPO_PL0212A_5_001,20210126000000,20210126000000,PM10,34.82499,µg/m3,background,urban,90.0000,PL0212A,Wschowa ul. Kazimierza Wielkiego,1816455.7910,6763993.3181,Wschowa,True
